px (Torr cm),e (eV)
0,NaN
0.015873015873015872,14.974161543402376
0.031746031746031744,21.431463672433487
0.047619047619047616,28.12040736577613
0.06349206349206349,33.15242637299792
0.07936507936507936,37.08963989911608
0.09523809523809523,41.920813650018864
0.1111111111111111,44.99237111424207
0.12698412698412698,47.539671674985414
0.14285714285714285,48.69660725342128
0.15873015873015872,51.08279413958393
0.1746031746031746,54.20474276158184
0.19047619047619047,56.55751405025593
0.20634920634920634,57.61867224104418
0.2222222222222222,61.051663485601395
0.2380952380952381,61.359409405334
0.25396825396825395,61.502521039397436
0.2698412698412698,59.467952430478256
0.2857142857142857,61.02179151161623
0.3015873015873016,61.55453485257868
0.31746031746031744,60.677832471702516
0.3333333333333333,51.33753997945174
0.3492063492063492,50.7043570383563
0.3650793650793651,49.61509916486105
0.38095238095238093,46.45118042007462
0.3968253968253968,43.9040005507879
0.4126984126984127,42.832672204331175
0.4285714285714286,40.89503734861532
0.4444444444444444,39.556699211654475
0.4603174603174603,37.94604574227083
0.4761904761904762,36.58146080738945
0.4920634920634921,35.235650510389036
0.5079365079365079,33.31823233566653
0.5238095238095238,31.489642888472066
0.5396825396825397,30.67515290609483
0.5555555555555556,27.5592762726777
0.5714285714285714,26.542338684947808
0.5873015873015873,24.963098555547752
0.6031746031746033,23.800948708960743
0.6190476190476191,22.393128783440282
0.6349206349206349,21.175345443179175
0.6507936507936508,19.53332966238595
0.6666666666666666,17.746109433996786
0.6825396825396826,16.007383264667123
0.6984126984126984,14.161819550871376
0.7142857142857143,11.608453292769038
0.7301587301587302,10.910361945612243
0.746031746031746,7.542299988702667
0.7619047619047619,2.3357297254042164
0.7777777777777778,1.3807061261115359
0.7936507936507936,1.128029792376305
0.8095238095238094,1.0496067882226163
0.8253968253968254,1.0235916990703533
0.8412698412698414,1.0130421831516137
0.8571428571428572,1.009503611432723
0.873015873015873,1.0066160863281632
0.8888888888888888,1.0103176649578065
0.9047619047619048,1.002092845546094
0.9206349206349206,0.9973982834417636
0.9365079365079364,0.9948029340339747
0.9523809523809524,0.984392733972494
0.9682539682539684,0.983405409202346
0.9841269841269842,0.9813989481681102
1,0.9774382907958531
1.0158730158730158,0.9787982443393973
1.0317460317460316,0.9781978573685796
1.0476190476190477,0.9728630458178249
1.0634920634920635,0.9714302626559744
1.0793650793650793,0.9645572090817014
1.0952380952380953,0.9633741280792582
1.1111111111111112,0.9634251766123293
1.126984126984127,0.9587616893849262
1.1428571428571428,0.9615946249478518
1.1587301587301586,0.960709481300141
1.1746031746031746,0.9622428045899797
1.1904761904761905,0.9606320558402373
1.2063492063492065,0.9566987082900072
1.2222222222222223,0.9553832790132815
1.2380952380952381,0.9519021488025757
1.253968253968254,0.9474318454227812
1.2698412698412698,0.9495199367869399
1.2857142857142856,0.950378632052083
1.3015873015873016,0.9492825898429625
1.3174603174603174,0.9503403857096453
1.3333333333333333,0.9474182986187003
1.3492063492063493,0.9459581889802839
1.3650793650793651,0.9455386186742877
1.380952380952381,0.9456311996565833
1.3968253968253967,0.9479157633474975
1.4126984126984126,0.9458189786459699
1.4285714285714286,0.9449613387838327
1.4444444444444444,0.9456385131083959
1.4603174603174605,0.9415608586373232
1.4761904761904763,0.9417008173170484
1.492063492063492,0.9401186579300078
1.507936507936508,0.9404390992928451
1.5238095238095237,0.9409267343548577
1.5396825396825398,0.9414744779666444
1.5555555555555556,0.9382514703280741
1.5714285714285716,0.9383413303288171
1.5873015873015872,0.937631152471964
1.6031746031746033,0.9363377923071114
1.6190476190476188,0.9365984984904624
1.6349206349206349,0.9390205795034348
1.6507936507936507,0.9398961804622972
1.6666666666666667,0.9384937658725566
1.6825396825396828,0.939599488215105
1.6984126984126984,0.9414034074321654
1.7142857142857144,0.9383583737949048
1.73015873015873,0.9369831225489604
1.746031746031746,0.9381824104666779
1.7619047619047619,0.9389184244448846
1.7777777777777777,0.9411319218399115
1.7936507936507937,0.9438999664527762
1.8095238095238095,0.9424696281148407
1.8253968253968256,0.9411931681683299
1.8412698412698412,0.9458024755621666
1.8571428571428572,0.9479104219937123
1.8730158730158728,0.9460374735412163
1.8888888888888888,0.9491878677126344
1.9047619047619049,0.9515794111614592
1.9206349206349207,0.9562698442310009
1.9365079365079367,0.9699379892150124
1.9523809523809523,0.9714580765453021
1.9682539682539684,0.9934378022811444
1.984126984126984,1.039301133847459
