px (Torr cm),e (eV)
0,NaN
0.015873015873015872,8.149084812059009
0.031746031746031744,11.746356620189424
0.047619047619047616,15.257416214031622
0.06349206349206349,18.7688926700339
0.07936507936507936,21.86713371329701
0.09523809523809523,23.097951552209082
0.1111111111111111,23.98888057750135
0.12698412698412698,26.36338608810359
0.14285714285714285,27.920017551454215
0.15873015873015872,27.823156665026225
0.1746031746031746,30.48925744970696
0.19047619047619047,31.271618730377725
0.20634920634920634,31.293103839673353
0.2222222222222222,31.926792193720967
0.2380952380952381,33.68224684072682
0.25396825396825395,34.26705689742642
0.2698412698412698,34.305684858159815
0.2857142857142857,35.08047152540946
0.3015873015873016,35.99548378326396
0.31746031746031744,34.00276596871036
0.3333333333333333,34.12738582910284
0.3492063492063492,33.821764458619626
0.3650793650793651,36.02857999405584
0.38095238095238093,35.73195539007939
0.3968253968253968,33.62854200686944
0.4126984126984127,35.405427661161596
0.4285714285714286,34.63704734757268
0.4444444444444444,33.612288573263406
0.4603174603174603,33.53636254708595
0.4761904761904762,34.0971621432821
0.4920634920634921,33.7418763649648
0.5079365079365079,32.77738965945164
0.5238095238095238,31.88646656313753
0.5396825396825397,33.41453073528224
0.5555555555555556,32.2302057908055
0.5714285714285714,31.486435012114566
0.5873015873015873,31.44571857043214
0.6031746031746033,30.342819518538796
0.6190476190476191,29.972210517593105
0.6349206349206349,29.69799844319777
0.6507936507936508,29.07150545987625
0.6666666666666666,29.011152540725913
0.6825396825396826,28.419246731027254
0.6984126984126984,29.518139227411275
0.7142857142857143,28.924128137155986
0.7301587301587302,28.496275933699216
0.746031746031746,28.262920696422334
0.7619047619047619,27.32898503294728
0.7777777777777778,25.631972693175335
0.7936507936507936,24.292253323172297
0.8095238095238094,23.726970339770617
0.8253968253968254,22.984370245718488
0.8412698412698414,22.214423721093553
0.8571428571428572,22.050273122764555
0.873015873015873,19.821387281283187
0.8888888888888888,20.0257102906333
0.9047619047619048,17.4320187235686
0.9206349206349206,16.81678897353654
0.9365079365079364,16.115235650007808
0.9523809523809524,15.251287111913836
0.9682539682539684,15.713585777216872
0.9841269841269842,15.161401025171367
1,13.910806033036735
1.0158730158730158,14.188493784192124
1.0317460317460316,14.017204406639317
1.0476190476190477,13.661758234175043
1.0634920634920635,13.21123054106271
1.0793650793650793,12.123461875107058
1.0952380952380953,12.002653161073374
1.1111111111111112,11.714914706959465
1.126984126984127,11.374420158281008
1.1428571428571428,11.158833623201492
1.1587301587301586,10.795155986761607
1.1746031746031746,10.87632169796777
1.1904761904761905,10.08011274303404
1.2063492063492065,10.080216596985592
1.2222222222222223,9.305321686250384
1.2380952380952381,9.095329300607709
1.253968253968254,8.75351284285813
1.2698412698412698,8.482853309333226
1.2857142857142856,8.229737020716907
1.3015873015873016,7.755070462836093
1.3174603174603174,7.576759818474583
1.3333333333333333,7.652259455852951
1.3492063492063493,7.5997961852975155
1.3650793650793651,7.517444730490143
1.380952380952381,7.412040371308931
1.3968253968253967,7.356196217756228
1.4126984126984126,7.378033484210052
1.4285714285714286,7.256226232380458
1.4444444444444444,7.212504341774941
1.4603174603174605,7.244063894159128
1.4761904761904763,7.226907342358599
1.492063492063492,7.228105635742269
1.507936507936508,7.241124981523711
1.5238095238095237,7.223158049111213
1.5396825396825398,7.146615814158051
1.5555555555555556,7.114767706179788
1.5714285714285716,7.141345556489377
1.5873015873015872,7.087075790849633
1.6031746031746033,7.096954630044769
1.6190476190476188,6.956440236147076
1.6349206349206349,7.027579665141188
1.6507936507936507,6.9903401799510405
1.6666666666666667,7.035364267087887
1.6825396825396828,7.056121363310143
1.6984126984126984,7.105881102839014
1.7142857142857144,7.1035684188767005
1.73015873015873,7.14349027653622
1.746031746031746,7.201753763187069
1.7619047619047619,7.115140935251965
1.7777777777777777,7.184959939969879
1.7936507936507937,7.1442515481485405
1.8095238095238095,7.132783119816914
1.8253968253968256,7.096377774549865
1.8412698412698412,7.135842156470841
1.8571428571428572,7.2882917189784395
1.8730158730158728,7.139413711496905
1.8888888888888888,7.222643282108057
1.9047619047619049,7.292537481945938
1.9206349206349207,7.315290034029769
1.9365079365079367,7.395365243950065
1.9523809523809523,7.495300914348233
1.9682539682539684,7.769025643462209
1.984126984126984,8.444787170182856
